id_endereco,id_cliente,logradouro,numero,bairro,cidade,estado,cep,created_at
260,3037,Área de Rios,77,Vila Suzana Segunda Seção,Pacheco,RR,48707343,2023-07-05 02:13:49
261,429,Rua Souza,452,Santa Isabel,da Mata do Campo,PR,14382746,2024-04-20 01:14:28
262,3837,Passarela Ana Vitória Farias,88,Fazendinha,Pacheco,DF,15949160,2025-05-30 14:13:01
263,1469,Largo Thiago Câmara,753,Monte São José,Sampaio de Freitas,SE,83139586,2025-04-17 04:13:16
264,3043,Área de Albuquerque,57,Vila Calafate,da Conceição,PI,32770-507,2024-01-12 00:04:27
265,3880,Setor Pereira,497,Paquetá,Silva Verde,PA,96141936,2024-02-19 05:39:45
266,3560,Sítio Leão,447,São Cristóvão,Mendes,MA,90546-927,2024-06-26 22:19:50
267,2006,Ladeira Rios,97,Madre Gertrudes,Cavalcanti,BA,75283449,2023-09-18 07:53:02
268,1723,Favela Letícia da Mata,544,Nova Floresta,Almeida de Melo,GO,25619-984,2024-03-28 08:24:44
269,2522,Vale Borges,14,Aparecida 7ª Seção,Sales Alegre,RO,58796-107,2025-08-31 16:49:30
270,88,Estação de Aparecida,72,Bom Jesus,Marques,GO,65459-617,2024-06-05 02:39:05
271,2420,Chácara Cavalcante,29,Cdi Jatoba,da Mota Grande,PR,28922-488,2024-07-21 06:32:49
272,659,Praia Mateus Pereira,25,Europa,Rodrigues,PA,07182754,2025-05-07 12:15:56
273,3318,Núcleo Siqueira,49,Novo Ouro Preto,Melo,GO,74209-922,2024-12-21 04:14:16
274,818,Feira de Costa,43,Colégio Batista,Aragão,GO,62912-850,2023-02-24 07:34:17
275,966,Vale Barbosa,10,Vila Olhos D'água,Correia,PB,19270-045,2025-01-07 23:02:50
276,4394,Praia de da Conceição,93,Santa Tereza,Duarte de Câmara,MS,55134-374,2023-05-01 20:29:44
277,2925,Setor Alexia Ramos,35,Conjunto Minas Caixa,da Cunha,PA,83366100,2025-08-02 11:44:26
278,3422,Fazenda Ferreira,694,Nova Floresta,Pacheco do Sul,RO,47261471,2025-06-26 07:09:35
279,3845,Trecho Isabelly Rios,115,Marieta 2ª Seção,Guerra,SC,10921-257,2023-11-29 04:02:02
280,3073,Aeroporto Elisa Correia,40,Mineirão,da Mota,SP,07859-567,2023-08-28 06:38:01
281,3336,Largo Garcia,56,Nova Esperança,Casa Grande,RS,93126122,2024-12-21 01:03:35
282,399,Vereda de Melo,95,Delta,Câmara,GO,43586-272,2023-01-27 03:15:40
283,4629,Vila Cavalcanti,40,Fernão Dias,Alves das Pedras,SC,39158-120,2023-01-14 15:40:53
284,4757,Trecho Rocha,286,Guarani,Pacheco,AP,30593063,2024-05-08 02:50:55
285,2008,Jardim Sampaio,93,Santa Branca,Sales Alegre,TO,63409083,2025-09-10 06:33:58
286,3715,Largo de Pastor,33,Nova America,Peixoto,PE,46442388,2023-04-07 20:47:51
287,990,Aeroporto Yasmin Vargas,466,Cachoeirinha,da Mota de Aragão,PE,23391504,2025-01-27 16:50:33
288,1905,Feira Abreu,14,Independência,Cavalcante,AC,40818-856,2023-06-26 15:53:02
289,3945,Aeroporto de Moura,400,Camponesa 1ª Seção,Cavalcanti da Prata,RN,98047-850,2024-10-07 16:48:20
290,4014,Sítio de Cavalcante,81,Saudade,Rodrigues do Galho,AP,94000-448,2025-04-27 11:50:46
291,2407,Parque Ian Albuquerque,780,Flavio Marques Lisboa,Santos Verde,CE,81141-360,2023-05-07 00:36:03
292,3561,Rodovia de Rocha,57,Mineirão,Novaes,MT,39713-645,2024-08-28 09:29:45
293,4606,Largo de Vasconcelos,63,Vila Betânia,Pinto da Serra,MT,23119417,2023-11-02 01:44:20
294,3247,Aeroporto Martins,7,Boa Vista,Silva,PA,38990-252,2023-01-28 02:05:12
295,4701,Loteamento Leão,83,Marmiteiros,Porto,RO,07411-478,2023-04-22 14:13:04
296,1617,Via Aparecida,36,Mantiqueira,Campos de Lima,ES,98592-677,2024-01-29 06:16:43
297,1820,Rua de Pastor,71,Ambrosina,Oliveira,PE,20744-750,2023-04-30 06:18:15
298,4924,Chácara Melina da Cunha,55,Santa Inês,Albuquerque,PE,51537-750,2023-01-07 13:32:11
299,2660,Campo de Rocha,390,Gameleira,Teixeira,TO,68680546,2025-10-09 04:52:09
300,24,Passarela Vitor Oliveira,66,Pilar,Pastor,MS,75527124,2023-10-23 04:18:07
301,1834,Trecho Abreu,94,Marilandia,Machado,PI,46582-950,2025-07-16 08:27:30
302,4641,Campo Borges,52,Providencia,Pires da Praia,SP,44991191,2025-04-16 06:03:44
303,4043,Rodovia Pimenta,43,Bandeirantes,Sousa do Galho,RO,17690-357,2025-08-19 18:58:58
304,1802,Via de da Cruz,73,Itaipu,da Rosa,AM,25954747,2023-01-24 05:03:04
305,3882,Travessa Pinto,715,Palmares,da Rosa,MT,70420-950,2024-09-21 08:01:32
306,3567,Lago Valentim Freitas,13,Barro Preto,Costa,ES,00309-353,2025-02-24 22:27:39
307,3453,Avenida Josué Siqueira,36,Vila Da Luz,Monteiro do Norte,SP,33491017,2024-04-27 06:28:23
308,4924,Alameda Monteiro,12,Vila Cemig,da Mota do Sul,DF,78765-447,2025-09-27 17:40:33
309,2517,Colônia Ana Beatriz Lima,613,Califórnia,Gomes,AL,14186732,2024-10-07 22:34:18
310,4360,Rodovia de Monteiro,64,Vitoria Da Conquista,Leão da Serra,RO,32347-700,2025-05-05 11:47:40
311,3092,Sítio Sá,3,Alpes,Siqueira de Rios,ES,60879-472,2024-05-17 01:12:01
312,738,Fazenda de Fernandes,31,Pilar,Lima de Souza,ES,65915274,2023-12-08 19:41:20
313,1055,Pátio da Costa,66,Nova Suíça,Nunes,RJ,30982-476,2023-11-11 22:30:33
314,2500,Trecho Monteiro,1,Vila Antena,Mendes,PI,36519805,2024-05-12 21:51:10
315,2323,Ladeira de Casa Grande,1,Santa Branca,Ferreira do Sul,AP,65881176,2023-06-03 06:46:16
316,372,Vereda de Almeida,2,Santa Monica,Pinto de Fonseca,DF,31293238,2024-07-22 23:07:53
317,3831,Favela Ayla Costa,13,Nova Vista,Farias das Flores,DF,02756-468,2023-12-03 20:22:55
318,566,Lago Fernanda Ferreira,961,Teixeira Dias,Araújo Grande,AC,90868-619,2024-07-12 05:01:14
319,4722,Vila Pedro Lucas Cirino,436,Rio Branco,Garcia das Flores,RS,97612-234,2025-02-06 11:11:15
320,266,Praça Maysa Caldeira,653,Satelite,Macedo dos Dourados,PA,76958-988,2025-04-27 09:50:07
321,95,Pátio Rezende,3,São Tomaz,Peixoto de Fogaça,MT,16420950,2022-12-06 16:38:59
322,2514,Travessa Garcia,13,Vila Oeste,Barros Grande,AP,82177-614,2024-06-13 05:52:39
323,1337,Ladeira Bento da Conceição,214,Santa Rosa,Fonseca,ES,25427017,2025-06-09 01:27:21
324,744,Fazenda de Fernandes,741,Vila Nova Cachoeirinha 3ª Seção,Cirino,ES,65598-347,2022-12-14 18:10:44
325,2975,Conjunto Souza,650,Buritis,Ferreira,ES,25912694,2024-12-12 22:41:29
326,4570,Parque Leandro Ramos,5,Vila Das Oliveiras,Vargas,SE,27655288,2024-03-01 22:41:43
327,3786,Largo de Nogueira,27,Aparecida,Camargo,PI,59833789,2023-12-02 08:17:04
328,1047,Chácara Pires,8,Vila Do Pombal,Vieira,MT,35546480,2023-08-16 17:59:09
329,2705,Aeroporto de Mendes,9,Cenaculo,Pinto,RJ,70988-471,2025-07-04 23:21:51
330,2682,Chácara de Porto,266,Castelo,Alves de Cirino,MA,97079853,2022-12-30 15:40:01
331,1512,Pátio Costela,980,Lindéia,Marques do Sul,PE,07276-470,2024-06-29 16:52:03
332,4591,Pátio Maria Clara Silveira,809,Cônego Pinheiro 2ª Seção,da Cunha do Amparo,PI,60518718,2024-04-02 03:45:32
333,3554,Colônia Montenegro,23,Paquetá,da Mata de Macedo,MS,60115-376,2025-01-05 12:37:15
334,450,Condomínio Kaique da Mota,6,Bernadete,da Costa,SE,38668037,2025-08-06 15:38:33
335,3381,Avenida Diogo Freitas,60,Cachoeirinha,da Rocha de Moreira,RR,59674251,2023-06-06 21:21:30
336,3679,Trecho Benjamin Pereira,5,Cidade Jardim,Carvalho,ES,34497081,2025-07-02 13:26:30
337,3660,Praça Cavalcanti,37,Vila Jardim Leblon,Mendes das Flores,CE,85943986,2024-01-18 01:09:10
338,2688,Loteamento de da Costa,83,Esplanada,Silveira de Fonseca,RJ,56634532,2024-04-08 05:19:55
339,1704,Campo de Brito,177,São João,Camargo,CE,69306601,2023-10-16 09:44:17
340,3605,Avenida Barros,346,Paquetá,Camargo,TO,20401-463,2025-10-23 17:05:59
341,126,Praça Nascimento,81,São Pedro,Sousa das Flores,AM,22331-027,2023-08-04 15:15:34
342,2420,Vale de Rodrigues,2,Penha,Aragão Paulista,MA,22522-693,2023-05-12 02:40:50
343,2833,Sítio de Correia,81,Campo Alegre,Rocha Verde,PI,00012-880,2025-01-04 17:52:00
344,940,Trevo das Neves,15,Universitário,Marques,PB,00522-787,2025-03-09 09:07:19
345,2527,Área de Fonseca,8,Vila Paquetá,Nogueira,ES,68668-883,2024-01-07 02:17:05
346,2724,Área de Brito,32,Castanheira,Sá das Pedras,TO,71907837,2023-07-06 08:31:05
347,2281,Estação de Albuquerque,31,Jardim São José,Cunha das Flores,MS,21511463,2024-01-17 01:57:39
348,4116,Avenida Apollo Brito,3,Sagrada Família,Aragão,AC,91776-112,2025-03-16 14:09:01
349,2183,Estação Elisa Dias,22,São Geraldo,Nascimento da Prata,DF,23210-466,2024-03-26 22:01:56
350,4457,Alameda de Vasconcelos,6,Monsenhor Messias,Albuquerque da Prata,AL,42968886,2024-12-06 03:29:19
351,4283,Viela Peixoto,38,Xodo-Marize,Cunha,PI,45781-086,2025-03-05 19:04:02
352,674,Área Cavalcante,65,Nova Vista,Sousa de Minas,AM,30718968,2025-06-13 14:58:33
353,4781,Área de Azevedo,15,Guaratã,Oliveira,MT,36040572,2025-04-18 19:57:03
354,73,Distrito Ana Luiza Moraes,3,Pindura Saia,Sales,DF,82010-608,2025-08-18 09:32:19
355,731,Morro Carlos Eduardo da Luz,85,Carmo,Nunes da Prata,BA,25569-370,2025-04-16 19:49:26
356,327,Estação de Campos,355,Santa Lúcia,Nascimento,MS,05273-025,2025-03-19 21:03:01
357,305,Estrada Araújo,300,Vila Puc,Vieira do Galho,AM,85836-178,2024-06-13 03:56:27
358,1197,Rua Antônio Ramos,93,Vila São João Batista,Viana,ES,43364-339,2022-11-26 17:04:26
359,3778,Rodovia da Paz,64,Ventosa,Rios da Praia,DF,40045-166,2024-01-24 14:53:31
360,1304,Esplanada Rios,26,Novo Das Industrias,Cavalcanti,MG,83425838,2024-03-25 17:13:05
361,4292,Passarela de Costa,8,Inconfidência,Castro,AP,53021404,2025-01-31 07:06:48
362,3296,Colônia de Vasconcelos,24,Novo Ouro Preto,Marques,RJ,53726-455,2024-05-24 06:57:48
363,1381,Alameda Fonseca,12,Paraíso,Pacheco,CE,25252-831,2025-04-03 16:49:35
364,2869,Lago de da Mota,56,Jardim Dos Comerciarios,Pastor,CE,15253566,2023-09-26 12:00:03
365,4426,Via de Moura,90,Vila Copacabana,Fonseca de Goiás,PA,58074-102,2023-11-17 11:01:04
366,3399,Vereda Marina Ribeiro,1,Silveira,Almeida,MT,94476930,2024-11-06 10:09:58
367,840,Morro Duarte,916,João Paulo Ii,Moura Grande,ES,71093-742,2024-05-28 15:20:45
368,4709,Jardim Lopes,53,Nossa Senhora Do Rosário,Marques do Oeste,RJ,62763-856,2022-12-11 15:20:08
369,1358,Distrito da Rocha,61,Vila Da Amizade,Nascimento,TO,10902-817,2023-10-03 04:42:00
370,1013,Jardim de Sales,50,Parque São Pedro,da Cruz,SE,42488-362,2022-12-11 09:28:58
371,455,Lago Nicole Melo,40,Céu Azul,Silva do Sul,DF,69350-137,2024-06-12 03:02:45
372,2097,Esplanada de Campos,353,Mangabeiras,Marques,RO,37292-835,2025-05-06 12:32:29
373,4171,Residencial de Lima,582,Monsenhor Messias,Rocha,CE,41590879,2023-01-07 15:01:50
374,4786,Travessa de Rodrigues,9,Bernadete,Fonseca,BA,01242581,2024-11-24 21:57:01
375,3120,Fazenda Gonçalves,37,Vila Minaslandia,Leão,CE,87263806,2025-06-22 00:11:41
376,3045,Distrito de Marques,19,Madre Gertrudes,Aparecida,GO,60421056,2024-11-26 16:59:51
377,1048,Lagoa Silva,20,Vila Suzana Primeira Seção,Abreu,SC,68667-662,2024-11-20 18:36:34
378,2807,Ladeira Felipe Santos,1,Vila Santa Rosa,Teixeira do Galho,PA,42287-296,2022-11-28 03:14:47
379,586,Distrito Pedro Miguel Novais,95,Santa Amelia,Dias,MA,68531651,2025-04-25 10:27:27
380,4602,Avenida Sá,81,Saudade,Oliveira do Galho,AC,88691603,2025-02-22 09:08:34
381,3926,Colônia de Ribeiro,48,Santa Helena,Mendonça,AM,57131-968,2023-12-10 15:38:22
382,2697,Rua Matheus Cardoso,932,Túnel De Ibirité,Cardoso do Campo,RJ,84737116,2024-05-16 19:34:14
383,4690,Conjunto Bárbara Camargo,5,Vila Santa Monica 2ª Seção,Moraes,RO,73042368,2025-09-12 05:08:08
384,688,Conjunto Abreu,944,Conjunto São Francisco De Assis,Cavalcanti,DF,83184983,2024-07-22 11:01:54
385,1593,Largo de Silva,79,Mangueiras,da Mota do Sul,PI,06525522,2024-02-09 06:32:55
386,4841,Largo de Costela,213,Vila Vista Alegre,Almeida,RS,71326-499,2024-02-05 02:17:59
387,4846,Setor da Conceição,93,Independência,Garcia,CE,18823-134,2025-04-13 10:43:06
388,4415,Rodovia Teixeira,75,Ernesto Nascimento,Costela dos Dourados,MT,50987767,2023-12-13 20:42:30
389,3242,Campo Cauê Rocha,75,Conjunto Floramar,da Mota,RO,41107013,2024-11-21 20:19:03
390,3621,Favela Mirella da Costa,64,Vila Aeroporto Jaraguá,Araújo Alegre,AP,88790-156,2023-10-31 09:47:56
391,259,Loteamento de Ferreira,30,Vila Nova Cachoeirinha 3ª Seção,Mendes,TO,32210668,2024-10-23 05:18:15
392,4951,Via Emanuelly Andrade,3,Vila Da Paz,Sales Verde,CE,61051770,2022-12-29 23:10:19
393,4160,Aeroporto Luiza Monteiro,5,Aeroporto,da Rosa dos Dourados,SP,53321-950,2025-05-05 16:21:22
394,2183,Parque de Campos,54,Vila Nova Dos Milionarios,Leão de Silveira,BA,75864-921,2024-10-03 16:10:12
395,74,Lago Camargo,1,São João Batista,Araújo da Serra,AM,29435-074,2023-10-25 04:06:39
396,3289,Vale Rodrigues,413,Havaí,da Mota das Pedras,PR,41434675,2024-01-28 08:17:42
397,2995,Travessa Arthur Miguel Costela,916,São Marcos,da Cunha de Pires,RN,71332784,2022-12-28 14:16:53
398,3553,Vereda Cavalcanti,6,Barão Homem De Melo 3ª Seção,Vasconcelos do Campo,DF,39538990,2023-06-27 02:24:59
399,1052,Alameda Araújo,77,Parque São Pedro,da Mota,TO,67405-535,2024-04-07 16:48:52
400,3212,Loteamento Ramos,44,Vila Nova Gameleira 1ª Seção,Gonçalves,DF,01438214,2025-10-19 04:09:13
401,364,Sítio de da Mota,94,Conjunto Floramar,Nunes de Peixoto,RO,54279-997,2023-05-25 18:48:58
402,250,Campo de Moraes,595,Cardoso,Lopes dos Dourados,DF,04598-442,2025-06-01 06:11:41
403,2314,Residencial de Casa Grande,7,Palmeiras,da Paz Alegre,PR,14541110,2025-02-20 05:42:59
404,2715,Loteamento Manuela Duarte,90,Dom Cabral,Correia,SC,65298-659,2023-01-10 19:23:57
405,2403,Viaduto Aparecida,19,Jardim Alvorada,Brito,PR,38877041,2023-02-07 01:38:48
406,2355,Feira Maria Laura Alves,53,Diamante,Santos,TO,84278373,2024-06-06 04:39:58
407,2636,Sítio da Luz,15,Vila Nossa Senhora Do Rosário,Araújo de Novaes,GO,16448005,2025-07-17 04:37:08
408,3903,Jardim Melo,16,Ipiranga,das Neves Alegre,SE,39424-902,2025-11-16 04:01:09
409,2312,Viaduto Fernandes,69,São Jorge 2ª Seção,Farias,PB,68504376,2025-10-06 16:42:21
410,4139,Alameda de Rodrigues,9,Funcionários,da Costa,PB,96505-807,2024-01-06 22:57:32
411,4832,Estrada de Jesus,8,Bela Vitoria,Sá,AM,06963511,2024-12-26 00:07:22
412,1459,Distrito Thiago Fernandes,34,Vila Oeste,Barros de Andrade,PA,86791-392,2023-03-24 16:59:19
413,138,Colônia de Dias,692,Barro Preto,Casa Grande,AC,13745711,2024-03-27 13:31:38
414,3969,Campo de Santos,27,Conjunto Jatoba,Brito,SC,45129807,2024-03-30 08:19:30
415,1718,Rodovia Caldeira,8,Xodo-Marize,Borges,MG,25212-402,2025-10-13 23:08:50
416,505,Parque Mariana Martins,404,Cônego Pinheiro 1ª Seção,Duarte Paulista,SP,28140-924,2023-05-29 22:12:38
417,4255,Praça Brayan Barros,49,Buritis,Costela,AM,63184-934,2024-11-07 17:35:23
418,845,Área Elisa Abreu,6,Vila Santa Monica 2ª Seção,das Neves,PA,78868-880,2024-12-04 17:34:34
419,3367,Vereda de Ramos,77,Novo Santa Cecilia,Pires,MT,22393558,2025-02-05 07:42:07
420,3612,Via Novaes,412,Vila Madre Gertrudes 1ª Seção,Ferreira de Câmara,RR,98018-961,2024-05-03 20:43:45
421,2091,Avenida da Conceição,58,São Benedito,Aparecida,BA,84813-698,2025-01-16 06:14:49
422,1765,Rua João Pedro Moreira,91,Santa Terezinha,Porto,RS,67588-073,2023-01-08 10:00:06
423,4967,Estrada Cardoso,13,Mirante,Barros da Serra,AP,73500280,2025-01-30 11:47:26
424,4548,Lagoa Otávio Novais,46,Vila Fumec,da Mata do Oeste,BA,51998091,2024-07-30 19:19:55
425,780,Via Peixoto,95,Custodinha,Nogueira de da Rocha,BA,68138-306,2023-10-17 09:43:27
426,4722,Chácara Monteiro,91,Vila Bandeirantes,Machado Verde,CE,35700996,2024-09-04 20:02:27
427,1784,Travessa Leão,2,Miramar,Nunes do Sul,AL,52842-345,2025-03-20 10:31:26
428,1256,Feira de Monteiro,4,Bairro Das Indústrias Ii,Montenegro,BA,82977-160,2023-01-25 13:06:44
429,1373,Loteamento de Silveira,9,Bacurau,Araújo,MS,59833784,2025-05-06 05:39:09
430,927,Favela de Azevedo,115,Ambrosina,Farias Paulista,PE,16092866,2023-12-18 17:04:36
431,3040,Vale da Rosa,182,Providencia,Montenegro da Mata,SP,89779116,2025-09-02 15:59:54
432,1531,Passarela Leandro Cavalcanti,97,Monte Azul,Leão,AM,46626749,2023-05-24 17:41:35
433,659,Campo Pinto,303,Vila Da Paz,Farias do Norte,MS,96242-551,2025-10-17 16:28:21
434,2764,Largo Vitória Costela,39,Pongelupe,Ferreira da Serra,PR,81647-853,2025-10-07 09:21:49
435,2756,Sítio de Rios,79,Vila Califórnia,Farias da Prata,SE,40725835,2023-12-01 10:06:53
436,190,Estação de Teixeira,33,Lagoinha,Gomes da Praia,AM,96812807,2023-09-27 12:35:15
437,3040,Sítio Igor Macedo,85,Jardim Dos Comerciarios,Souza de Camargo,MS,86952-813,2024-04-02 05:01:49
438,1946,Recanto de Azevedo,94,Xangri-Lá,Correia da Prata,AL,19908-686,2023-09-22 17:09:50
439,3114,Jardim de Lima,52,Conjunto Santa Maria,Cirino do Sul,GO,47803-748,2023-05-31 18:19:14
440,4413,Trecho Macedo,47,Céu Azul,Farias,AL,26992-694,2024-12-05 03:04:08
441,2501,Vale Maria Viana,6,Universitário,Farias,PI,64123191,2024-03-12 11:26:50
442,3394,Travessa Camargo,7,Ambrosina,Siqueira,RJ,71645-960,2024-09-26 15:35:22
443,4966,Travessa de Correia,79,Vila Formosa,Oliveira,SP,81299-234,2023-06-23 10:34:50
444,388,Sítio de Nunes,71,Petropolis,Camargo,GO,07940-566,2025-07-04 11:29:28
445,1510,Rua Ana Julia Fogaça,5,Dom Joaquim,Pastor,RR,01755091,2023-05-24 22:38:56
446,1520,Colônia Pedro Lucas Novaes,45,Planalto,Fogaça Grande,MT,44457884,2025-05-07 21:52:29
447,914,Recanto de Cirino,5,Pompéia,Leão de Nascimento,PE,44985-436,2023-02-28 13:13:13
448,1881,Viela Ana Julia da Paz,58,Ademar Maldonado,Nogueira do Sul,PE,72090060,2025-07-22 06:30:05
449,808,Trevo de Cassiano,369,Unidas,Fernandes,AC,58252-471,2024-06-09 11:59:04
450,4521,Campo da Paz,967,Mariquinhas,Fonseca do Oeste,MT,41511735,2024-07-06 12:58:58
451,3758,Vale de Dias,82,São Marcos,Oliveira,RN,62627443,2022-12-20 10:18:00
452,402,Vila Anna Liz da Conceição,684,Centro,da Luz da Praia,PI,72859351,2024-01-07 12:05:37
453,1383,Jardim de Sousa,7,Europa,Ribeiro da Prata,BA,45673038,2025-05-02 06:29:18
454,4576,Vale Castro,4,Califórnia,Moura,SC,37304-170,2025-09-29 08:53:58
455,2223,Chácara Arthur Porto,17,Sagrada Família,das Neves,PE,62340-318,2025-09-28 07:02:51
456,4962,Esplanada Martins,7,Serra Verde,Aparecida das Flores,MT,13863-537,2024-06-08 19:55:31
457,2403,Travessa Nunes,29,Vila Mangueiras,Novais de Melo,RS,80805607,2023-05-07 06:15:18
458,3484,Feira Davi Miguel Rios,32,Vila Copasa,Ferreira de Silva,PB,50042-734,2025-07-08 09:28:05
459,2231,Via Catarina Carvalho,30,Vitoria,Azevedo do Sul,RO,71337-042,2023-02-02 06:34:43
460,1686,Praça Luiz Otávio da Costa,93,Vila Nova Cachoeirinha 3ª Seção,Farias,SP,58808-259,2024-05-18 08:49:47
461,4220,Trevo Guerra,22,Barroca,Cassiano,PA,90291-901,2024-06-17 07:13:58
462,4700,Pátio de Marques,46,Vila Nova Cachoeirinha 2ª Seção,Dias,MT,82765-390,2022-12-07 08:07:34
463,4062,Aeroporto de Câmara,95,Buraco Quente,Barbosa,TO,15478064,2023-07-14 13:07:43
464,4084,Residencial Thomas Peixoto,73,Vila Nova,Brito Alegre,RJ,10183652,2024-10-25 17:50:49
465,147,Loteamento Yan Azevedo,38,Vila Independencia 2ª Seção,Cassiano do Amparo,MS,76689-105,2023-06-23 14:36:41
466,1607,Residencial de Cavalcante,7,Mariquinhas,Dias Paulista,ES,68231020,2024-06-19 17:11:04
467,3621,Recanto Viana,94,Lindéia,Caldeira da Mata,MA,87935810,2025-05-03 01:54:26
468,728,Campo de Dias,92,Jardinópolis,Costela da Mata,SE,34876452,2024-10-17 08:02:31
469,104,Largo Gustavo Ferreira,2,Delta,Santos,PB,84623725,2025-06-25 16:45:27
470,4550,Via Matheus Azevedo,1,São João Batista,Machado,RO,28505-968,2024-01-31 21:55:15
471,2807,Travessa Pimenta,8,Dom Cabral,da Cruz da Prata,TO,44883991,2023-01-01 20:02:11
472,3433,Travessa Monteiro,27,Havaí,Carvalho,SP,19363745,2023-03-13 12:14:41
473,4899,Conjunto de Santos,4,Alpes,Mendes Paulista,RS,13856316,2025-08-18 10:44:48
474,1817,Passarela Theodoro Machado,34,Vila Nova Dos Milionarios,Souza,MA,41609-823,2023-01-22 00:24:10
475,2666,Parque da Conceição,4,Serra Do Curral,Castro,AP,64861-745,2024-01-25 04:54:50
476,7,Largo Gonçalves,23,Ventosa,Cunha,MT,58422-455,2025-02-22 07:11:33
477,242,Feira Silveira,83,Planalto,Pereira Grande,MT,42429814,2024-05-23 12:24:14
478,613,Parque de Cirino,92,Alto Caiçaras,da Costa do Campo,RR,57500963,2023-01-08 19:17:24
479,3007,Sítio Barros,49,Alta Tensão 2ª Seção,Pinto da Praia,MG,29776384,2025-05-30 06:32:07
480,4959,Largo de Borges,103,Chácara Leonina,das Neves,RS,51148157,2023-08-10 04:29:19
481,4870,Morro Enzo Vargas,5,Satelite,Vasconcelos,AC,38937-943,2023-11-29 21:19:59
482,3750,Pátio de Vargas,50,Santo André,Almeida do Sul,SE,85509533,2023-09-22 17:35:14
483,3665,Passarela Souza,303,Canadá,Andrade de Minas,MG,07442224,2024-04-12 23:17:56
484,3045,Distrito de Guerra,32,Conjunto Paulo Vi,Fogaça,AC,09140322,2024-01-23 15:06:44
485,2567,Parque de Cardoso,7,Santa Isabel,Cavalcanti,RR,21520610,2024-07-31 13:02:59
486,1043,Vila de Camargo,473,Esplanada,Jesus de Minas,PA,49657-928,2025-07-12 17:06:16
487,4593,Rodovia de Fogaça,60,Dona Clara,Ferreira da Praia,RN,19396-157,2022-12-08 08:17:52
488,2726,Conjunto Benjamin Costela,315,Ribeiro De Abreu,Rezende,PB,16482-070,2025-01-19 10:51:27
489,3190,Praça de Borges,5,Carlos Prates,Alves,SC,38774-196,2025-02-19 04:43:14
490,2381,Esplanada de Peixoto,1,Vila Petropolis,Sales do Sul,SP,07294-199,2024-05-08 01:30:11
491,436,Travessa Melo,35,São Bento,Moreira do Oeste,PB,90758822,2023-03-30 04:41:33
492,1426,Via Oliveira,278,Vila Antena Montanhês,da Rocha,BA,51910205,2025-03-05 20:39:27
493,4127,Alameda de Santos,98,Fernão Dias,Barbosa do Sul,SC,90097701,2023-05-07 08:27:35
494,1798,Vereda de Vasconcelos,1,Vila Piratininga,Vargas,GO,52151488,2023-11-29 10:37:34
495,1097,Alameda Daniela Pastor,5,Varzea Da Palma,Jesus do Amparo,RN,03537-673,2024-09-21 01:24:57
496,3935,Largo de Nascimento,739,Oeste,Vasconcelos dos Dourados,CE,22192-458,2024-08-12 02:55:07
497,1329,Área Danilo Garcia,83,Embaúbas,Fonseca de Nunes,BA,61165-581,2024-09-17 19:52:47
498,2479,Loteamento Leonardo Cirino,278,Vila Cemig,Gonçalves Verde,BA,73182-767,2023-03-08 07:13:42
499,4679,Vale Ana Beatriz Cirino,81,Conjunto Celso Machado,Gonçalves Verde,PR,67754016,2023-05-04 13:06:03
500,4970,Colônia Peixoto,87,Conjunto Lagoa,Vieira,GO,54003-318,2022-12-28 09:52:26
501,189,Avenida de Pinto,423,Vila De Sá,da Conceição de Ramos,RS,12045-552,2025-05-13 21:06:59
502,4027,Alameda de Azevedo,32,Alto Caiçaras,Leão do Norte,GO,57241-498,2023-07-20 23:15:23
503,3338,Setor Davi Luiz da Mata,43,Vila Barragem Santa Lúcia,Mendes do Norte,ES,44653-420,2025-09-16 10:14:47
